date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:14:15	24213/24213	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20Jan%202025%2021:14:09%20GMT	https://htmldemo.net/mira/mira/assets/img/banner/4.jpg	C:/Users/Haleem/Desktop/Cedar%20Men/htmldemo.net/mira/mira/assets/img/banner/4.jpg	(from https://htmldemo.net/mira/mira/index-3.html)
22:14:15	28228/28228	---MCZ	200	added ('OK')	text/css	etag:%2263a2da01-6e44%22	https://htmldemo.net/mira/mira/assets/css/animate-headline.css	C:/Users/Haleem/Desktop/Cedar%20Men/htmldemo.net/mira/mira/assets/css/animate-headline.css	(from https://htmldemo.net/mira/mira/index-4.html)
22:14:20	3756/3756	---M--	200	added ('OK')	image/png	date:Thu,%2030%20Jan%202025%2021:14:18%20GMT	https://htmldemo.net/mira/mira/assets/img/brand-logo/1.png	C:/Users/Haleem/Desktop/Cedar%20Men/htmldemo.net/mira/mira/assets/img/brand-logo/1.png	(from https://htmldemo.net/mira/mira/index-5.html)
22:14:21	6098/6098	---M--	200	added ('OK')	image/png	date:Thu,%2030%20Jan%202025%2021:14:19%20GMT	https://htmldemo.net/mira/mira/assets/img/brand-logo/2.png	C:/Users/Haleem/Desktop/Cedar%20Men/htmldemo.net/mira/mira/assets/img/brand-logo/2.png	(from https://htmldemo.net/mira/mira/index-5.html)
22:14:22	3207/3207	---M--	200	added ('OK')	image/png	date:Thu,%2030%20Jan%202025%2021:14:20%20GMT	https://htmldemo.net/mira/mira/assets/img/brand-logo/4.png	C:/Users/Haleem/Desktop/Cedar%20Men/htmldemo.net/mira/mira/assets/img/brand-logo/4.png	(from https://htmldemo.net/mira/mira/index-5.html)
22:14:24	3434/3434	---M--	200	added ('OK')	image/png	date:Thu,%2030%20Jan%202025%2021:14:20%20GMT	https://htmldemo.net/mira/mira/assets/img/brand-logo/3.png	C:/Users/Haleem/Desktop/Cedar%20Men/htmldemo.net/mira/mira/assets/img/brand-logo/3.png	(from https://htmldemo.net/mira/mira/index-5.html)
22:14:25	55824/55824	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20Jan%202025%2021:14:21%20GMT	https://htmldemo.net/mira/mira/assets/img/blog/4.jpg	C:/Users/Haleem/Desktop/Cedar%20Men/htmldemo.net/mira/mira/assets/img/blog/4.jpg	(from https://htmldemo.net/mira/mira/about-us.html)
22:14:26	42239/42239	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20Jan%202025%2021:14:21%20GMT	https://htmldemo.net/mira/mira/assets/img/team/team-2.jpg	C:/Users/Haleem/Desktop/Cedar%20Men/htmldemo.net/mira/mira/assets/img/team/team-2.jpg	(from https://htmldemo.net/mira/mira/about-us.html)
22:14:33	46941/46941	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20Jan%202025%2021:14:30%20GMT	https://htmldemo.net/mira/mira/assets/img/team/team-4.jpg	C:/Users/Haleem/Desktop/Cedar%20Men/htmldemo.net/mira/mira/assets/img/team/team-4.jpg	(from https://htmldemo.net/mira/mira/about-us.html)
22:14:34	41434/41434	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20Jan%202025%2021:14:29%20GMT	https://htmldemo.net/mira/mira/assets/img/team/team-3.jpg	C:/Users/Haleem/Desktop/Cedar%20Men/htmldemo.net/mira/mira/assets/img/team/team-3.jpg	(from https://htmldemo.net/mira/mira/about-us.html)
22:14:34	15933/15933	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20Jan%202025%2021:14:31%20GMT	https://htmldemo.net/mira/mira/assets/img/product/10.jpg	C:/Users/Haleem/Desktop/Cedar%20Men/htmldemo.net/mira/mira/assets/img/product/10.jpg	(from https://htmldemo.net/mira/mira/preduct-details.html)
22:14:35	13580/13580	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20Jan%202025%2021:14:32%20GMT	https://htmldemo.net/mira/mira/assets/img/product/12.jpg	C:/Users/Haleem/Desktop/Cedar%20Men/htmldemo.net/mira/mira/assets/img/product/12.jpg	(from https://htmldemo.net/mira/mira/preduct-details.html)
22:14:36	26645/26645	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20Jan%202025%2021:14:32%20GMT	https://htmldemo.net/mira/mira/assets/img/product/11.jpg	C:/Users/Haleem/Desktop/Cedar%20Men/htmldemo.net/mira/mira/assets/img/product/11.jpg	(from https://htmldemo.net/mira/mira/preduct-details.html)
22:14:36	10884/10884	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20Jan%202025%2021:14:33%20GMT	https://htmldemo.net/mira/mira/assets/img/product/13.jpg	C:/Users/Haleem/Desktop/Cedar%20Men/htmldemo.net/mira/mira/assets/img/product/13.jpg	(from https://htmldemo.net/mira/mira/preduct-details.html)
22:14:37	28361/28361	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20Jan%202025%2021:14:35%20GMT	https://htmldemo.net/mira/mira/assets/img/product/14.jpg	C:/Users/Haleem/Desktop/Cedar%20Men/htmldemo.net/mira/mira/assets/img/product/14.jpg	(from https://htmldemo.net/mira/mira/preduct-details.html)
22:14:40	62254/62254	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20Jan%202025%2021:14:35%20GMT	https://htmldemo.net/mira/mira/assets/img/blog/9.jpg	C:/Users/Haleem/Desktop/Cedar%20Men/htmldemo.net/mira/mira/assets/img/blog/9.jpg	(from https://htmldemo.net/mira/mira/blog.html)
22:14:40	76880/76880	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20Jan%202025%2021:14:36%20GMT	https://htmldemo.net/mira/mira/assets/img/blog/10.jpg	C:/Users/Haleem/Desktop/Cedar%20Men/htmldemo.net/mira/mira/assets/img/blog/10.jpg	(from https://htmldemo.net/mira/mira/blog.html)
22:14:40	65930/65930	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20Jan%202025%2021:14:37%20GMT	https://htmldemo.net/mira/mira/assets/img/blog/11.jpg	C:/Users/Haleem/Desktop/Cedar%20Men/htmldemo.net/mira/mira/assets/img/blog/11.jpg	(from https://htmldemo.net/mira/mira/blog.html)
22:14:44	41638/41638	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20Jan%202025%2021:14:41%20GMT	https://htmldemo.net/mira/mira/assets/img/blog/6.jpg	C:/Users/Haleem/Desktop/Cedar%20Men/htmldemo.net/mira/mira/assets/img/blog/6.jpg	(from https://htmldemo.net/mira/mira/blog-style-2.html)
22:14:45	98720/98720	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20Jan%202025%2021:14:40%20GMT	https://htmldemo.net/mira/mira/assets/img/blog/12.jpg	C:/Users/Haleem/Desktop/Cedar%20Men/htmldemo.net/mira/mira/assets/img/blog/12.jpg	(from https://htmldemo.net/mira/mira/blog.html)
22:14:45	63282/63282	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20Jan%202025%2021:14:42%20GMT	https://htmldemo.net/mira/mira/assets/img/blog/7.jpg	C:/Users/Haleem/Desktop/Cedar%20Men/htmldemo.net/mira/mira/assets/img/blog/7.jpg	(from https://htmldemo.net/mira/mira/blog-style-2.html)
22:14:46	30605/30605	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20Jan%202025%2021:14:42%20GMT	https://htmldemo.net/mira/mira/assets/img/blog/8.jpg	C:/Users/Haleem/Desktop/Cedar%20Men/htmldemo.net/mira/mira/assets/img/blog/8.jpg	(from https://htmldemo.net/mira/mira/blog-style-2.html)
22:14:47	678/678	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2030%20Jan%202025%2021:14:45%20GMT	https://htmldemo.net/mira/mira/assets/images/bg/1.jpg	C:/Users/Haleem/Desktop/Cedar%20Men/htmldemo.net/mira/mira/assets/images/bg/1.jpg	(from https://htmldemo.net/mira/mira/assets/css/shortcodes/bundle.css)
22:14:48	678/678	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2030%20Jan%202025%2021:14:46%20GMT	https://htmldemo.net/mira/mira/assets/images/bg/2.jpg	C:/Users/Haleem/Desktop/Cedar%20Men/htmldemo.net/mira/mira/assets/images/bg/2.jpg	(from https://htmldemo.net/mira/mira/assets/css/shortcodes/bundle.css)
22:14:49	678/678	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2030%20Jan%202025%2021:14:47%20GMT	https://htmldemo.net/mira/mira/assets/images/bg/3.jpg	C:/Users/Haleem/Desktop/Cedar%20Men/htmldemo.net/mira/mira/assets/images/bg/3.jpg	(from https://htmldemo.net/mira/mira/assets/css/shortcodes/bundle.css)
22:14:49	678/678	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2030%20Jan%202025%2021:14:47%20GMT	https://htmldemo.net/mira/mira/assets/images/bg/4.jpg	C:/Users/Haleem/Desktop/Cedar%20Men/htmldemo.net/mira/mira/assets/images/bg/4.jpg	(from https://htmldemo.net/mira/mira/assets/css/shortcodes/bundle.css)
22:14:50	678/678	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2030%20Jan%202025%2021:14:48%20GMT	https://htmldemo.net/mira/mira/assets/images/bg/5.jpg	C:/Users/Haleem/Desktop/Cedar%20Men/htmldemo.net/mira/mira/assets/images/bg/5.jpg	(from https://htmldemo.net/mira/mira/assets/css/shortcodes/bundle.css)
22:14:50	678/678	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2030%20Jan%202025%2021:14:48%20GMT	https://htmldemo.net/mira/mira/assets/images/bg/6.jpg	C:/Users/Haleem/Desktop/Cedar%20Men/htmldemo.net/mira/mira/assets/images/bg/6.jpg	(from https://htmldemo.net/mira/mira/assets/css/shortcodes/bundle.css)
22:14:51	678/678	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2030%20Jan%202025%2021:14:49%20GMT	https://htmldemo.net/mira/mira/assets/images/bg/7.jpg	C:/Users/Haleem/Desktop/Cedar%20Men/htmldemo.net/mira/mira/assets/images/bg/7.jpg	(from https://htmldemo.net/mira/mira/assets/css/shortcodes/bundle.css)
22:14:53	678/678	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2030%20Jan%202025%2021:14:50%20GMT	https://htmldemo.net/mira/mira/assets/images/bg/8.jpg	C:/Users/Haleem/Desktop/Cedar%20Men/htmldemo.net/mira/mira/assets/images/bg/8.jpg	(from https://htmldemo.net/mira/mira/assets/css/shortcodes/bundle.css)
22:14:54	678/678	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2030%20Jan%202025%2021:14:52%20GMT	https://htmldemo.net/mira/mira/assets/images/bg/9.jpg	C:/Users/Haleem/Desktop/Cedar%20Men/htmldemo.net/mira/mira/assets/images/bg/9.jpg	(from https://htmldemo.net/mira/mira/assets/css/shortcodes/bundle.css)
22:14:55	678/678	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2030%20Jan%202025%2021:14:52%20GMT	https://htmldemo.net/mira/mira/assets/images/bg/10.jpg	C:/Users/Haleem/Desktop/Cedar%20Men/htmldemo.net/mira/mira/assets/images/bg/10.jpg	(from https://htmldemo.net/mira/mira/assets/css/shortcodes/bundle.css)
22:14:55	678/678	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2030%20Jan%202025%2021:14:53%20GMT	https://htmldemo.net/mira/mira/assets/images/pattern/pattern-bg.png	C:/Users/Haleem/Desktop/Cedar%20Men/htmldemo.net/mira/mira/assets/images/pattern/pattern-bg.png	(from https://htmldemo.net/mira/mira/assets/css/shortcodes/bundle.css)
